Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
IGF2BP1	ENST00000290341.3	insulin-like growth factor 2 mRNA binding protein 1 	460	4	2	1	1	1	mmu-miR-370-3p				-0.32	-0.36	N/A
C16orf90	ENST00000437192.3	chromosome 16 open reading frame 90 	5	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
SLC27A1	ENST00000252595.7	solute carrier family 27 (fatty acid transporter), member 1 	33	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
ASPSCR1	ENST00000306739.4	alveolar soft part sarcoma chromosome region, candidate 1 	191	2	0	1	1	2	mmu-miR-370-3p				-0.32	-0.48	N/A
URAD	ENST00000332715.5	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase 	7	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
RP11-242G20.1	ENST00000434931.2	Uncharacterized protein  	5	1	0	0	1	1	mmu-miR-370-3p				-0.32	-0.32	N/A
TPPP	ENST00000360578.5	tubulin polymerization promoting protein 	7	3	2	1	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
CCR5	ENST00000292303.4	chemokine (C-C motif) receptor 5 (gene/pseudogene) 	5	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
ZZEF1	ENST00000381638.2	zinc finger, ZZ-type with EF-hand domain 1 	83	1	0	1	0	2	mmu-miR-370-3p				-0.32	-0.37	N/A
B3GNT4	ENST00000546192.1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 	9	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
EHF	ENST00000257831.3	ets homologous factor 	5	3	1	0	2	0	mmu-miR-370-3p				-0.32	-0.37	N/A
HHIPL1	ENST00000330710.5	HHIP-like 1 	29	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
TNFRSF19	ENST00000382263.3	tumor necrosis factor receptor superfamily, member 19 	376	2	1	1	0	1	mmu-miR-370-3p				-0.32	-0.32	N/A
LHB	ENST00000221421.2	luteinizing hormone beta polypeptide 	5	1	0	1	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
NT5C1B	ENST00000600945.1	5'-nucleotidase, cytosolic IB 	567	0	0	0	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
PALM	ENST00000338448.5	paralemmin 	341	2	0	2	0	1	mmu-miR-370-3p				-0.32	-0.32	N/A
HPX	ENST00000265983.3	hemopexin 	307	1	1	0	0	0	mmu-miR-370-3p				-0.32	-0.36	N/A
PAPLN	ENST00000381166.3	papilin, proteoglycan-like sulfated glycoprotein 	78	1	0	1	0	0	mmu-miR-370-3p				-0.32	-0.32	N/A
SCUBE3	ENST00000274938.7	signal peptide, CUB domain, EGF-like 3 	47	4	1	1	2	3	mmu-miR-370-3p				-0.32	-0.51	N/A
MTFR1	ENST00000458689.2	mitochondrial fission regulator 1 	1051	1	1	0	0	0	mmu-miR-370-3p				-0.31	-0.32	N/A
FAM71F1	ENST00000315184.5	family with sequence similarity 71, member F1 	5	2	0	0	2	0	mmu-miR-370-3p				-0.31	-0.31	N/A
HCAR1	ENST00000432564.1	hydroxycarboxylic acid receptor 1 	38	2	0	2	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
PPP1R3F	ENST00000055335.6	protein phosphatase 1, regulatory subunit 3F 	52	1	0	1	0	2	mmu-miR-370-3p				-0.31	-0.31	N/A
CHRM3	ENST00000255380.4	cholinergic receptor, muscarinic 3 	47	4	1	0	3	2	mmu-miR-370-3p				-0.31	-0.33	N/A
KBTBD8	ENST00000295568.4	kelch repeat and BTB (POZ) domain containing 8 	22	1	1	0	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	1	1	0	0	1	mmu-miR-370-3p				-0.31	-0.31	N/A
SPSB3	ENST00000566339.1	splA/ryanodine receptor domain and SOCS box containing 3 	827	1	1	0	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
SPG20OS	ENST00000379848.2	SPG20 opposite strand 	5	1	0	1	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
TCHH	ENST00000368804.1	trichohyalin 	7	1	0	1	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
USP39	ENST00000409766.3	ubiquitin specific peptidase 39 	6197	1	0	1	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
SNAPC1	ENST00000216294.4	small nuclear RNA activating complex, polypeptide 1, 43kDa 	267	1	0	0	1	0	mmu-miR-370-3p				-0.31	-0.31	N/A
AC010327.2	ENST00000598855.1	Uncharacterized protein; cDNA FLJ45856 fis, clone OCBBF2025631  	7	1	1	0	0	1	mmu-miR-370-3p				-0.31	-0.31	N/A
SMAD1	ENST00000302085.4	SMAD family member 1 	240	1	1	0	0	1	mmu-miR-370-3p				-0.31	-0.32	N/A
DOK5	ENST00000262593.5	docking protein 5 	5	1	1	0	0	0	mmu-miR-370-3p				-0.31	-0.31	N/A
COL23A1	ENST00000390654.3	collagen, type XXIII, alpha 1 	15	5	2	1	2	0	mmu-miR-370-3p				-0.31	-0.36	N/A
PPAN	ENST00000556468.1	peter pan homolog (Drosophila) 	288	2	0	1	1	0	mmu-miR-370-3p				-0.31	-0.31	N/A
RNF41	ENST00000345093.4	ring finger protein 41 	152	3	1	2	0	0	mmu-miR-370-3p				-0.31	-0.40	N/A
RIMBP3	ENST00000426804.1	RIMS binding protein 3 	5	1	1	0	0	1	mmu-miR-370-3p				-0.31	-0.31	N/A
TTLL6	ENST00000433608.2	tubulin tyrosine ligase-like family, member 6 	5	2	0	0	2	0	mmu-miR-370-3p				-0.31	-0.31	N/A
RIMBP3B	ENST00000434111.1	RIMS binding protein 3B 	5	1	1	0	0	1	mmu-miR-370-3p				-0.30	-0.30	N/A
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	1	0	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
ZNF691	ENST00000372508.3	zinc finger protein 691 	115	1	0	1	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
OSCAR	ENST00000391761.1	osteoclast associated, immunoglobulin-like receptor 	5	1	1	0	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
NXF1	ENST00000531709.2	nuclear RNA export factor 1 	1017	2	0	1	1	0	mmu-miR-370-3p				-0.30	-0.30	N/A
FAM163A	ENST00000341785.4	family with sequence similarity 163, member A 	23	3	1	1	1	1	mmu-miR-370-3p				-0.30	-0.32	N/A
MANSC1	ENST00000535902.1	MANSC domain containing 1 	185	1	1	0	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
RNF185	ENST00000326132.6	ring finger protein 185 	97	2	0	2	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
MTMR3	ENST00000333027.3	myotubularin related protein 3 	123	2	2	0	0	2	mmu-miR-370-3p				-0.30	-0.37	N/A
RALGPS2	ENST00000367635.3	Ral GEF with PH domain and SH3 binding motif 2 	201	2	1	1	0	1	mmu-miR-370-3p				-0.30	-0.46	N/A
KDM4B	ENST00000159111.4	lysine (K)-specific demethylase 4B 	547	1	0	1	0	0	mmu-miR-370-3p				-0.30	-0.30	N/A
CCNJ	ENST00000265992.5	cyclin J 	5	2	0	1	1	0	mmu-miR-370-3p				-0.30	-0.30	N/A
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	2	0	1	1	4	mmu-miR-370-3p				-0.30	-0.39	N/A
RNF207	ENST00000377948.2	ring finger protein 207 	5	1	1	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
TPD52L1	ENST00000368388.2	tumor protein D52-like 1 	1169	2	0	2	0	1	mmu-miR-370-3p				-0.29	-0.43	N/A
PTPRC	ENST00000367376.2	protein tyrosine phosphatase, receptor type, C 	5	1	1	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
USP3	ENST00000380324.3	ubiquitin specific peptidase 3 	583	1	0	1	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
CTA-299D3.8	ENST00000407505.3	Uncharacterized protein  	5	1	0	1	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
DAND5	ENST00000585548.1	DAN domain family member 5, BMP antagonist 	11	2	0	0	2	0	mmu-miR-370-3p				-0.29	-0.29	N/A
TCERG1L	ENST00000368642.4	transcription elongation regulator 1-like 	5	2	1	1	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
SMCR8	ENST00000406438.3	Smith-Magenis syndrome chromosome region, candidate 8 	219	5	2	1	2	0	mmu-miR-370-3p				-0.29	-0.30	N/A
NOD1	ENST00000222823.4	nucleotide-binding oligomerization domain containing 1 	31	4	0	3	1	0	mmu-miR-370-3p				-0.29	-0.36	N/A
AC020922.1	ENST00000539076.1	Uncharacterized protein  	5	1	0	1	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	3	0	0	3	2	mmu-miR-370-3p				-0.29	-0.43	N/A
TADA1	ENST00000367874.4	transcriptional adaptor 1 	160	1	0	0	1	0	mmu-miR-370-3p				-0.29	-0.29	N/A
RNH1	ENST00000534797.1	ribonuclease/angiogenin inhibitor 1 	11419	1	1	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
RGP1	ENST00000378078.4	RGP1 retrograde golgi transport homolog (S. cerevisiae) 	203	3	2	1	0	4	mmu-miR-370-3p				-0.29	-0.79	N/A
DDX11	ENST00000251758.5	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 	175	1	1	0	0	1	mmu-miR-370-3p				-0.29	-0.29	N/A
LILRA6	ENST00000391735.3	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 	5	1	1	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
C1orf158	ENST00000288048.5	chromosome 1 open reading frame 158 	5	1	1	0	0	1	mmu-miR-370-3p				-0.29	-0.29	N/A
SYN3	ENST00000358763.2	synapsin III 	5	1	1	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
HDGFRP3	ENST00000299633.4	Hepatoma-derived growth factor-related protein 3  	2577	3	2	1	0	0	mmu-miR-370-3p				-0.29	-0.48	N/A
SERINC4	ENST00000299969.6	serine incorporator 4 	9	0	0	0	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
AC132186.1	ENST00000544589.1	CDNA FLJ27243 fis, clone SYN08134; Uncharacterized protein  	5	2	0	1	1	0	mmu-miR-370-3p				-0.29	-0.29	N/A
TRMT13	ENST00000370141.2	tRNA methyltransferase 13 homolog (S. cerevisiae) 	45	1	0	1	0	0	mmu-miR-370-3p				-0.29	-0.29	N/A
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	1	0	1	0	1	mmu-miR-370-3p				-0.29	-0.29	N/A
MGLL	ENST00000434178.2	monoglyceride lipase 	453	1	0	1	0	2	mmu-miR-370-3p				-0.29	-0.32	N/A
UBR2	ENST00000372883.3	ubiquitin protein ligase E3 component n-recognin 2 	728	2	1	1	0	1	mmu-miR-370-3p				-0.29	-0.32	N/A
NGEF	ENST00000264051.3	neuronal guanine nucleotide exchange factor 	13	3	1	2	0	1	mmu-miR-370-3p				-0.28	-0.28	N/A
TRPM8	ENST00000324695.4	transient receptor potential cation channel, subfamily M, member 8 	5	1	1	0	0	0	mmu-miR-370-3p				-0.28	-0.28	N/A
PAX5	ENST00000358127.4	paired box 5 	5	3	1	1	1	1	mmu-miR-370-3p				-0.28	-0.28	N/A
POGK	ENST00000367875.1	pogo transposable element with KRAB domain 	377	2	1	1	0	1	mmu-miR-370-3p				-0.28	-0.30	N/A
COL6A6	ENST00000358511.6	collagen, type VI, alpha 6 	5	2	0	1	1	0	mmu-miR-370-3p				-0.28	-0.28	N/A
FLJ00104	ENST00000446344.1	HCG1980662; Uncharacterized protein  	60	1	0	0	1	0	mmu-miR-370-3p				-0.28	-0.28	N/A
RIMBP3C	ENST00000331505.5	RIMS binding protein 3C 	5	1	1	0	0	1	mmu-miR-370-3p				-0.28	-0.28	N/A
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	1	1	0	0	1	mmu-miR-370-3p				-0.28	-0.30	N/A
AGAP2-AS1	ENST00000542466.2	AGAP2 antisense RNA 1 	5	2	0	0	2	0	mmu-miR-370-3p				-0.28	-0.28	N/A
CCDC74A	ENST00000467992.2	coiled-coil domain containing 74A 	5	1	0	1	0	1	mmu-miR-370-3p				-0.28	-0.28	N/A
C12orf23	ENST00000548125.1	chromosome 12 open reading frame 23 	602	2	1	0	1	0	mmu-miR-370-3p				-0.28	-0.54	N/A
C2orf48	ENST00000381786.3	chromosome 2 open reading frame 48 	32	2	0	1	1	0	mmu-miR-370-3p				-0.28	-0.43	N/A
MRTO4	ENST00000330263.4	mRNA turnover 4 homolog (S. cerevisiae) 	2127	3	2	1	0	0	mmu-miR-370-3p				-0.28	-0.60	N/A
SLC2A1	ENST00000426263.3	solute carrier family 2 (facilitated glucose transporter), member 1 	13928	1	0	1	0	0	mmu-miR-370-3p				-0.28	-0.28	N/A
ZFAND2B	ENST00000409594.1	zinc finger, AN1-type domain 2B 	132	1	0	0	1	0	mmu-miR-370-3p				-0.28	-0.28	N/A
FAF2	ENST00000261942.6	Fas associated factor family member 2 	1700	1	1	0	0	1	mmu-miR-370-3p				-0.27	-0.34	N/A
CHTF8	ENST00000448552.2	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) 	13	3	0	3	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
DCLRE1A	ENST00000361384.2	DNA cross-link repair 1A 	12	1	0	1	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
PDE7A	ENST00000401827.3	phosphodiesterase 7A 	84	1	0	0	1	0	mmu-miR-370-3p				-0.27	-0.36	N/A
CDKL3	ENST00000521755.1	cyclin-dependent kinase-like 3 	21	1	0	1	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
FAM53C	ENST00000513056.1	family with sequence similarity 53, member C 	592	2	0	1	1	0	mmu-miR-370-3p				-0.27	-0.32	N/A
CDC42SE1	ENST00000439374.2	CDC42 small effector 1 	231	0	0	0	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
LIN52	ENST00000555028.1	lin-52 homolog (C. elegans) 	116	2	0	2	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
AC002451.1	ENST00000601424.1	Protein LOC100996577  	5	1	0	1	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
AMIGO3	ENST00000320431.7	adhesion molecule with Ig-like domain 3 	24	2	1	0	1	0	mmu-miR-370-3p				-0.27	-0.27	N/A
SMARCD1	ENST00000394963.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 	952	1	0	1	0	2	mmu-miR-370-3p				-0.27	-0.46	N/A
GNB3	ENST00000229264.3	guanine nucleotide binding protein (G protein), beta polypeptide 3 	49	1	0	1	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
IL3	ENST00000296870.2	interleukin 3 (colony-stimulating factor, multiple) 	5	1	0	1	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
MFN2	ENST00000444836.1	mitofusin 2 	1096	1	0	0	1	1	mmu-miR-370-3p				-0.27	-0.27	N/A
KLK3	ENST00000326003.2	kallikrein-related peptidase 3 	5	3	0	1	2	0	mmu-miR-370-3p				-0.27	-0.35	N/A
KCNC1	ENST00000379472.3	potassium voltage-gated channel, Shaw-related subfamily, member 1 	42	3	1	0	2	4	mmu-miR-370-3p				-0.27	-0.27	N/A
USP6	ENST00000332776.4	ubiquitin specific peptidase 6 (Tre-2 oncogene) 	5	3	1	2	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
AC079354.1	ENST00000295844.3	uncharacterized protein KIAA2012  	5	1	1	0	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
CD177	ENST00000378009.4	CD177 molecule 	5	2	1	1	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
DCTN3	ENST00000447983.2	dynactin 3 (p22) 	1816	1	0	1	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
NOXO1	ENST00000356120.4	NADPH oxidase organizer 1 	7	1	0	0	1	0	mmu-miR-370-3p				-0.27	-0.27	N/A
GABBR2	ENST00000259455.2	gamma-aminobutyric acid (GABA) B receptor, 2 	214	2	1	0	1	2	mmu-miR-370-3p				-0.27	-0.27	N/A
CHD2	ENST00000394196.4	chromodomain helicase DNA binding protein 2 	1237	0	0	0	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
ETS2	ENST00000360214.3	v-ets avian erythroblastosis virus E26 oncogene homolog 2 	3965	1	1	0	0	1	mmu-miR-370-3p				-0.27	-0.29	N/A
TBC1D9B	ENST00000519746.1	TBC1 domain family, member 9B (with GRAM domain) 	5042	2	0	0	2	1	mmu-miR-370-3p				-0.27	-0.27	N/A
RASSF5	ENST00000367117.3	Ras association (RalGDS/AF-6) domain family member 5 	27	2	0	1	1	0	mmu-miR-370-3p				-0.27	-0.27	N/A
CT62	ENST00000566432.1	cancer/testis antigen 62 	5	1	1	0	0	1	mmu-miR-370-3p				-0.27	-0.27	N/A
NOX5	ENST00000260364.5	NADPH oxidase, EF-hand calcium binding domain 5 	5	1	0	1	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
ALKBH8	ENST00000428149.2	alkB, alkylation repair homolog 8 (E. coli) 	23	1	1	0	0	0	mmu-miR-370-3p				-0.27	-0.27	N/A
KCNA5	ENST00000252321.3	potassium voltage-gated channel, shaker-related subfamily, member 5 	5	1	0	0	1	0	mmu-miR-370-3p				-0.26	-0.26	N/A
TMEM202	ENST00000341689.3	transmembrane protein 202 	5	1	0	0	1	0	mmu-miR-370-3p				-0.26	-0.26	N/A
FAM155B	ENST00000252338.4	family with sequence similarity 155, member B 	21	1	0	1	0	1	mmu-miR-370-3p				-0.26	-0.26	N/A
C15orf52	ENST00000397536.2	chromosome 15 open reading frame 52 	14	3	1	1	1	0	mmu-miR-370-3p				-0.26	-0.26	N/A
SAMD14	ENST00000330175.4	sterile alpha motif domain containing 14 	88	2	0	0	2	2	mmu-miR-370-3p				-0.26	-0.26	N/A
FAM168B	ENST00000409185.1	family with sequence similarity 168, member B 	122	3	1	2	0	2	mmu-miR-370-3p				-0.26	-0.47	N/A
RNF39	ENST00000376751.3	ring finger protein 39 	7	1	1	0	0	0	mmu-miR-370-3p				-0.26	-0.26	N/A
CTD-2370N5.3	ENST00000578584.1		5	1	0	1	0	0	mmu-miR-370-3p				-0.26	-0.26	N/A
C15orf62	ENST00000344320.6	chromosome 15 open reading frame 62 	8	1	1	0	0	0	mmu-miR-370-3p				-0.26	-0.26	N/A
CCDC109B	ENST00000394650.4	coiled-coil domain containing 109B 	370	3	0	3	0	0	mmu-miR-370-3p				-0.26	-0.42	N/A
KIAA1671	ENST00000401395.1	KIAA1671 	549	1	1	0	0	1	mmu-miR-370-3p				-0.26	-0.26	N/A
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	2	2	0	0	2	mmu-miR-370-3p				-0.26	-0.41	N/A
ITLN1	ENST00000326245.3	intelectin 1 (galactofuranose binding) 	5	1	0	0	1	0	mmu-miR-370-3p				-0.26	-0.26	N/A
MFSD10	ENST00000508221.1	major facilitator superfamily domain containing 10 	5122	1	1	0	0	0	mmu-miR-370-3p				-0.26	-0.26	N/A
AR	ENST00000374690.3	androgen receptor 	57	0	0	0	0	4	mmu-miR-370-3p				-0.26	-0.26	N/A
RP11-404P21.8	ENST00000553811.1	Uncharacterized protein  	5	1	0	1	0	0	mmu-miR-370-3p				-0.26	-0.26	N/A
KIF1B	ENST00000377086.1	kinesin family member 1B 	234	3	0	2	1	0	mmu-miR-370-3p				-0.26	-0.26	N/A
ZNF524	ENST00000591046.1	zinc finger protein 524 	451	1	0	1	0	1	mmu-miR-370-3p				-0.26	-0.26	N/A
HMBOX1	ENST00000397358.3	homeobox containing 1 	27	4	2	2	0	2	mmu-miR-370-3p				-0.25	-0.45	N/A
SMARCD2	ENST00000448276.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 	144	1	0	1	0	2	mmu-miR-370-3p				-0.25	-0.25	N/A
CUL1	ENST00000325222.4	cullin 1 	945	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
PPAN-P2RY11	ENST00000428358.1	PPAN-P2RY11 readthrough 	293	2	0	1	1	0	mmu-miR-370-3p				-0.25	-0.26	N/A
ZNF852	ENST00000436261.1	zinc finger protein 852 	26	1	0	0	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
CDKL1	ENST00000395834.1	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	90	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.28	N/A
KIF21B	ENST00000332129.2	kinesin family member 21B 	12	3	1	2	0	2	mmu-miR-370-3p				-0.25	-0.25	N/A
IFT20	ENST00000357896.3	intraflagellar transport 20 homolog (Chlamydomonas) 	912	1	0	0	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
ZNF282	ENST00000479907.1	zinc finger protein 282 	3014	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
TM9SF4	ENST00000398022.2	transmembrane 9 superfamily protein member 4 	3096	0	0	0	0	0	mmu-miR-370-3p				-0.25	-0.27	N/A
C7orf49	ENST00000424142.1	chromosome 7 open reading frame 49 	272	1	0	0	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
TRRAP	ENST00000359863.4	transformation/transcription domain-associated protein 	351	2	0	0	2	0	mmu-miR-370-3p				-0.25	-0.25	N/A
IL17RE	ENST00000454190.2	interleukin 17 receptor E 	7	1	1	0	0	2	mmu-miR-370-3p				-0.25	-0.25	N/A
CCER1	ENST00000358859.2	coiled-coil glutamate-rich protein 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
AC007461.1	ENST00000602013.1	Uncharacterized protein  	7	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
TEX35	ENST00000367642.3	testis expressed 35 	5	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
CRADD	ENST00000542893.2	CASP2 and RIPK1 domain containing adaptor with death domain 	207	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
HOMER2	ENST00000450735.2	homer homolog 2 (Drosophila) 	12	2	0	2	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
C20orf194	ENST00000453730.2	chromosome 20 open reading frame 194 	1083	0	0	0	0	2	mmu-miR-370-3p				-0.25	-0.25	N/A
PCBD1	ENST00000299299.3	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha 	286	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
KLK2	ENST00000358049.4	kallikrein-related peptidase 2 	5	2	0	1	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
EXTL3	ENST00000220562.4	exostosin-like glycosyltransferase 3 	358	4	2	1	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
PIK3AP1	ENST00000339364.5	phosphoinositide-3-kinase adaptor protein 1 	14	1	1	0	0	1	mmu-miR-370-3p				-0.25	-0.36	N/A
TIMM10B	ENST00000254616.6	translocase of inner mitochondrial membrane 10 homolog B (yeast) 	290	2	0	1	1	1	mmu-miR-370-3p				-0.25	-0.37	N/A
PPP1R3E	ENST00000452015.4	protein phosphatase 1, regulatory subunit 3E 	77	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
RPRM	ENST00000325926.3	reprimo, TP53 dependent G2 arrest mediator candidate 	91	1	0	1	0	1	mmu-miR-370-3p				-0.25	-0.25	N/A
PPP3R2	ENST00000374806.1	protein phosphatase 3, regulatory subunit B, beta 	5	2	0	0	2	1	mmu-miR-370-3p				-0.25	-0.25	N/A
MGAT3	ENST00000341184.6	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase 	9	2	1	0	1	1	mmu-miR-370-3p				-0.25	-0.25	N/A
YARS	ENST00000373477.4	tyrosyl-tRNA synthetase 	1227	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.26	N/A
KCNK3	ENST00000302909.3	potassium channel, subfamily K, member 3 	19	3	1	1	1	1	mmu-miR-370-3p				-0.25	-0.44	N/A
NRG1	ENST00000341377.5	neuregulin 1 	113	5	0	2	3	0	mmu-miR-370-3p				-0.25	-0.26	N/A
SERPINI1	ENST00000446050.2	serpin peptidase inhibitor, clade I (neuroserpin), member 1 	549	1	0	0	1	0	mmu-miR-370-3p				-0.25	-0.25	N/A
AKTIP	ENST00000394657.7	AKT interacting protein 	46	1	0	1	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
KRTAP10-9	ENST00000397911.3	keratin associated protein 10-9 	5	1	0	1	0	1	mmu-miR-370-3p				-0.25	-0.25	N/A
PGM5	ENST00000396396.1	phosphoglucomutase 5 	23	2	0	2	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
RBM41	ENST00000372487.1	RNA binding motif protein 41 	41	1	1	0	0	0	mmu-miR-370-3p				-0.25	-0.25	N/A
TMEM154	ENST00000304385.3	transmembrane protein 154 	5	3	0	2	1	2	mmu-miR-370-3p				-0.25	-0.25	N/A
GPATCH2L	ENST00000553588.1	G patch domain containing 2-like 	96	2	0	1	1	1	mmu-miR-370-3p				-0.25	-0.28	N/A
ZDHHC22	ENST00000319374.4	zinc finger, DHHC-type containing 22 	32	2	0	1	1	0	mmu-miR-370-3p				-0.24	-0.24	N/A
KCNK7	ENST00000394216.2	potassium channel, subfamily K, member 7 	5	1	0	0	1	0	mmu-miR-370-3p				-0.24	-0.24	N/A
ORC5	ENST00000297431.4	origin recognition complex, subunit 5 	407	0	0	0	0	0	mmu-miR-370-3p				-0.24	-0.24	N/A
NHLRC3	ENST00000470258.1	NHL repeat containing 3 	49	2	1	1	0	1	mmu-miR-370-3p				-0.24	-0.30	N/A
FAM211A	ENST00000409083.3	family with sequence similarity 211, member A 	23	1	1	0	0	0	mmu-miR-370-3p				-0.24	-0.32	N/A
PLXNB3	ENST00000538966.1	plexin B3 	22	1	0	0	1	0	mmu-miR-370-3p				-0.24	-0.24	N/A
KCNJ16	ENST00000589377.1	potassium inwardly-rectifying channel, subfamily J, member 16 	5	2	0	1	1	1	mmu-miR-370-3p				-0.24	-0.24	N/A
GPR62	ENST00000322241.4	G protein-coupled receptor 62 	5	2	0	0	2	0	mmu-miR-370-3p				-0.24	-0.24	N/A
IFRG15	ENST00000553856.1	Homo sapiens torsin A interacting protein 2 (TOR1AIP2), transcript variant 1, mRNA. 	482	1	0	1	0	2	mmu-miR-370-3p				-0.24	-0.25	N/A
MMP15	ENST00000219271.3	matrix metallopeptidase 15 (membrane-inserted) 	605	3	1	2	0	0	mmu-miR-370-3p				-0.24	-0.28	N/A
SHFM1	ENST00000248566.2	split hand/foot malformation (ectrodactyly) type 1 	96	1	0	0	1	0	mmu-miR-370-3p				-0.24	-0.24	N/A
NKG7	ENST00000595217.1	natural killer cell group 7 sequence 	5	1	0	1	0	0	mmu-miR-370-3p				-0.24	-0.24	N/A
SEC62	ENST00000337002.4	SEC62 homolog (S. cerevisiae) 	746	2	0	1	1	1	mmu-miR-370-3p				-0.24	-0.31	N/A
