Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.25	-0.25	0.86	2005, 2007, 2009, 2011
HK2	ENST00000290573.2	hexokinase 2 	5	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.25	-0.25	0.81	2005, 2007, 2009, 2011
FSD1L	ENST00000374710.3	fibronectin type III and SPRY domain containing 1-like 	16	1	1	0	0	1	0	0	1	0	mmu-let-7b-5p				-0.25	-0.35	0.96	NULL
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.94	2005, 2007, 2009, 2011
BCL2L1	ENST00000376062.2	BCL2-like 1 	7726	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.25	-0.25	0.80	2005, 2007, 2009, 2011
KLHL9	ENST00000359039.4	kelch-like family member 9 	222	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p				-0.25	-0.32	0.93	2009, 2011
FAM189A1	ENST00000261275.4	family with sequence similarity 189, member A1 	12	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.96	2009, 2011
SLC30A4	ENST00000261867.4	solute carrier family 30 (zinc transporter), member 4 	19	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.95	2005, 2007, 2009, 2011
XKRX	ENST00000468904.1	XK, Kell blood group complex subunit-related, X-linked 	11	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.24	-0.24	< 0.1	NULL
RB1	ENST00000267163.4	retinoblastoma 1 	1891	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				-0.24	-0.24	0.88	2011
SKIDA1	ENST00000449193.2	SKI/DACH domain containing 1 	18	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.39	0.85	2005, 2007, 2009, 2011
ANGPTL2	ENST00000373425.3	angiopoietin-like 2 	39	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.94	2005, 2007, 2009, 2011
DAPK1	ENST00000469640.2	death-associated protein kinase 1 	92	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.24	-0.24	0.88	2009, 2011
TBX5	ENST00000349716.5	T-box 5 	68	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.24	-0.35	0.96	2005, 2007, 2009, 2011
ZNF516	ENST00000443185.2	zinc finger protein 516 	311	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.24	-0.27	> 0.99	2009, 2011
HLF	ENST00000226067.5	hepatic leukemia factor 	15	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.31	< 0.1	2007, 2009, 2011
GNAL	ENST00000334049.6	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type 	99	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.24	-0.24	> 0.99	2005, 2007, 2009, 2011
MEIS1	ENST00000488550.1	Meis homeobox 1 	533	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.83	NULL
ZNF282	ENST00000479907.1	zinc finger protein 282 	3014	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.24	-0.24	0.64	2009, 2011
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	2	1	0	1	1	0	0	1	1	mmu-let-7d-5p				-0.24	-0.38	> 0.99	2005, 2007, 2009, 2011
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p				-0.24	-0.64	0.96	2007, 2009, 2011
SDK1	ENST00000404826.2	sidekick cell adhesion molecule 1 	60	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p				-0.24	-0.24	0.96	2011
PPP3CA	ENST00000512215.1	protein phosphatase 3, catalytic subunit, alpha isozyme 	259	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.82	2005, 2007
FBXO30	ENST00000237281.4	F-box protein 30 	224	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.88	2005, 2007
DNAJB9	ENST00000249356.3	DnaJ (Hsp40) homolog, subfamily B, member 9 	282	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.30	0.88	2005, 2007, 2009, 2011
SPRED3	ENST00000587013.1	sprouty-related, EVH1 domain containing 3 	42	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.24	-0.27	0.94	NULL
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.43	0.95	NULL
TAB2	ENST00000367456.1	TGF-beta activated kinase 1/MAP3K7 binding protein 2 	1129	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.88	2011
SLC16A9	ENST00000395348.3	solute carrier family 16, member 9 	7	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.24	0.81	2009, 2011
HIP1	ENST00000336926.6	huntingtin interacting protein 1 	37	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.41	0.96	NULL
CPSF4	ENST00000451876.1	cleavage and polyadenylation specific factor 4, 30kDa 	3969	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p				-0.24	-0.24	0.57	2005, 2007, 2009, 2011
PRDM1	ENST00000369089.3	PR domain containing 1, with ZNF domain 	48	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.24	-0.30	0.86	2005, 2007, 2009, 2011
MYCL	ENST00000397332.2	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog 	10	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	0.86	2007, 2009, 2011
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.28	0.91	2009, 2011
SLC4A4	ENST00000340595.3	solute carrier family 4 (sodium bicarbonate cotransporter), member 4 	400	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.24	> 0.99	2005, 2007, 2009, 2011
RGS17	ENST00000367225.2	regulator of G-protein signaling 17 	11	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.23	-0.42	> 0.99	NULL
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p				-0.23	-0.29	0.90	2009, 2011
KIAA1549	ENST00000440172.1	KIAA1549 	508	1	0	1	0	1	0	0	1	2	mmu-let-7d-5p				-0.23	-0.26	0.95	2009, 2011
COL5A2	ENST00000374866.3	collagen, type V, alpha 2 	4327	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.34	0.95	2005, 2007, 2009, 2011
CHSY3	ENST00000305031.4	chondroitin sulfate synthase 3 	221	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.23	0.96	2007, 2011
TLN1	ENST00000314888.9	talin 1 	266	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.23	0.92	NULL
FASTK	ENST00000540185.1	Fas-activated serine/threonine kinase 	645	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	< 0.1	NULL
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	0.96	2009, 2011
NEK9	ENST00000238616.5	NIMA-related kinase 9 	733	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	0.91	NULL
TOR1AIP2	ENST00000367612.3	torsin A interacting protein 2 	569	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.37	0.96	2011
EPHA3	ENST00000494014.1	EPH receptor A3 	100	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.24	0.81	2005, 2007, 2011
CCND1	ENST00000227507.2	cyclin D1 	4687	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p				-0.23	-0.25	0.81	2005, 2007, 2009, 2011
LUC7L3	ENST00000505658.1	LUC7-like 3 (S. cerevisiae) 	2970	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	0.89	2005, 2007, 2009, 2011
SLC45A4	ENST00000519067.1	solute carrier family 45, member 4 	418	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p				-0.23	-0.23	0.74	2003, 2007, 2009, 2011
CCDC141	ENST00000420890.2	coiled-coil domain containing 141 	5	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p				-0.23	-0.23	0.63	2011
GNS	ENST00000418919.2	glucosamine (N-acetyl)-6-sulfatase 	2435	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p				-0.23	-0.24	0.86	2005, 2007, 2009, 2011
BCL7A	ENST00000538010.1	B-cell CLL/lymphoma 7A 	96	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p				-0.23	-0.30	0.94	2005, 2007, 2009, 2011
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.51	> 0.99	2005, 2007, 2009, 2011
CASKIN1	ENST00000343516.6	CASK interacting protein 1 	6	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.23	0.88	2005, 2007, 2009, 2011
MSN	ENST00000360270.5	moesin 	5947	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.23	-0.23	0.56	NULL
SLC16A14	ENST00000295190.4	solute carrier family 16, member 14 	34	1	1	0	0	0	0	0	0	1	mmu-let-7b-5p				-0.23	-0.23	0.37	2007, 2009, 2011
BTBD3	ENST00000254977.3	BTB (POZ) domain containing 3 	3798	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.23	-0.25	0.95	2005, 2007, 2009, 2011
MEF2D	ENST00000464356.2	myocyte enhancer factor 2D 	759	1	0	1	0	2	0	1	1	0	mmu-let-7k				-0.23	-0.54	0.88	2005, 2007, 2009, 2011
ZSWIM4	ENST00000254323.2	zinc finger, SWIM-type containing 4 	13	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.23	-0.23	0.91	2007, 2011
GSG1L	ENST00000380898.2	GSG1-like 	5	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p				-0.23	-0.23	0.61	2011
INTS2	ENST00000444766.3	integrator complex subunit 2 	109	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p				-0.23	-0.24	< 0.1	2007, 2009, 2011
COL4A3BP	ENST00000380494.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	134	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.26	0.83	NULL
MDFI	ENST00000373050.4	MyoD family inhibitor 	14	1	0	1	0	0	0	0	0	0	mmu-let-7e-5p				-0.22	-0.36	0.82	2007, 2009, 2011
EEA1	ENST00000322349.8	early endosome antigen 1 	78	1	0	1	0	2	0	0	2	0	mmu-let-7a-5p				-0.22	-0.48	> 0.99	2007, 2009, 2011
ARHGAP20	ENST00000260283.4	Rho GTPase activating protein 20 	85	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.86	2005, 2007, 2009, 2011
PIGU	ENST00000452740.2	phosphatidylinositol glycan anchor biosynthesis, class U 	355	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	< 0.1	NULL
E2F2	ENST00000361729.2	E2F transcription factor 2 	96	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p				-0.22	-0.28	0.99	2009, 2011
SYT2	ENST00000367267.1	synaptotagmin II 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.96	2009, 2011
RBFOX1	ENST00000355637.4	RNA binding protein, fox-1 homolog (C. elegans) 1 	5	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p				-0.22	-0.22	0.89	2005, 2007, 2009, 2011
SBK1	ENST00000341901.4	SH3 domain binding kinase 1 	9	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.22	-0.22	0.95	2007, 2009, 2011
PCDH20	ENST00000409204.4	protocadherin 20 	50	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.73	NULL
SCRT2	ENST00000246104.6	scratch homolog 2, zinc finger protein (Drosophila) 	5	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p				-0.22	-0.22	0.59	2005, 2007, 2009, 2011
PGRMC1	ENST00000217971.7	progesterone receptor membrane component 1 	762	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.32	0.82	2005, 2007, 2011
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p				-0.22	-0.32	0.94	2005, 2007, 2011
SREK1IP1	ENST00000513458.4	SREK1-interacting protein 1 	145	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.26	0.92	2007, 2009, 2011
PSENEN	ENST00000591949.1	presenilin enhancer gamma secretase subunit 	322	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	< 0.1	NULL
PRKAA2	ENST00000371244.4	protein kinase, AMP-activated, alpha 2 catalytic subunit 	561	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p				-0.22	-0.27	0.96	2011
COL4A1	ENST00000375820.4	collagen, type IV, alpha 1 	6549	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.85	2005, 2007, 2009, 2011
LINGO1	ENST00000355300.6	leucine rich repeat and Ig domain containing 1 	42	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.40	0.92	2009, 2011
ABCC5	ENST00000334444.6	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	453	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p				-0.22	-0.24	0.91	2005, 2007, 2009, 2011
SPEG	ENST00000312358.7	SPEG complex locus 	179	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.75	2009, 2011
GOLGA4	ENST00000361924.2	golgin A4 	7	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.73	2009
CHST3	ENST00000373115.4	carbohydrate (chondroitin 6) sulfotransferase 3 	217	1	0	0	1	0	0	0	0	0	mmu-let-7c-5p				-0.22	-0.22	0.81	2009, 2011
SLC6A5	ENST00000525748.1	solute carrier family 6 (neurotransmitter transporter), member 5 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.22	-0.22	0.95	NULL
KIAA1147	ENST00000536163.1	KIAA1147 	73	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p				-0.22	-0.33	0.74	2007, 2009, 2011
TAOK1	ENST00000261716.3	TAO kinase 1 	164	1	0	1	0	1*	0	0	0	0	mmu-let-7g-5p				-0.21	-0.21	0.74	2011
FAM43A	ENST00000329759.4	family with sequence similarity 43, member A 	287	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.21	0.74	2009, 2011
COL4A5	ENST00000361603.2	collagen, type IV, alpha 5 	715	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.22	0.79	2005, 2007, 2009, 2011
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.21	-0.21	0.90	2009, 2011
ARSI	ENST00000328668.7	arylsulfatase family, member I 	19	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.33	0.65	2011
CALU	ENST00000535011.2	calumenin 	3079	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.23	0.83	2005, 2007, 2009, 2011
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.21	-0.29	> 0.99	NULL
RPUSD2	ENST00000315616.7	RNA pseudouridylate synthase domain containing 2 	70	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.21	-0.38	0.82	2005, 2007
VPS26B	ENST00000281187.5	vacuolar protein sorting 26 homolog B (S. pombe) 	1236	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.21	-0.23	0.74	2009, 2011
TFR2	ENST00000431692.1	transferrin receptor 2 	330	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.21	< 0.1	NULL
YY1	ENST00000262238.4	YY1 transcription factor 	1803	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.32	0.96	NULL
AQPEP	ENST00000357872.4	Aminopeptidase Q  	11	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.53	0.92	2009, 2011
FGF11	ENST00000293829.4	fibroblast growth factor 11 	10	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.43	0.95	2005, 2007, 2009, 2011
YTHDF3	ENST00000539294.1	YTH domain family, member 3 	444	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.21	0.89	2005, 2007, 2009, 2011
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.34	0.96	2007, 2009, 2011
SLC35C1	ENST00000314134.3	solute carrier family 35 (GDP-fucose transporter), member C1 	856	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.26	0.98	2011
ZNF740	ENST00000416904.3	zinc finger protein 740 	2137	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p				-0.21	-0.21	0.83	2007, 2009, 2011
SEC14L1	ENST00000413679.2	SEC14-like 1 (S. cerevisiae) 	1399	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.21	-0.22	0.78	2005, 2007, 2009, 2011
MYRIP	ENST00000302541.6	myosin VIIA and Rab interacting protein 	9	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.94	2005, 2007, 2009, 2011
B3GAT1	ENST00000392580.1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	77	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.20	-0.20	0.83	2009, 2011
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.82	2007
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.23	0.89	NULL
AMMECR1L	ENST00000272647.5	AMMECR1-like 	21	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.66	2007, 2009, 2011
NUP155	ENST00000231498.3	nucleoporin 155kDa 	814	1	0	1	0	0	0	0	0	0	mmu-let-7c-5p				-0.20	-0.25	0.72	NULL
FNIP2	ENST00000264433.6	folliculin interacting protein 2 	266	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.34	0.96	NULL
MGA	ENST00000219905.7	MGA, MAX dimerization protein 	250	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.21	0.95	2007, 2009, 2011
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.93	2011
DAB1	ENST00000371236.2	Dab, reelin signal transducer, homolog 1 (Drosophila) 	490	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.32	0.86	NULL
FRK	ENST00000606080.1	fyn-related kinase 	37	1	0	0	1	1	1	0	0	1	mmu-let-7d-5p				-0.20	-0.48	0.95	NULL
GPATCH2	ENST00000366935.3	G patch domain containing 2 	108	2	0	1	1	0	0	0	0	0	mmu-let-7a-5p				-0.20	-0.52	0.94	NULL
DPYSL3	ENST00000398514.3	dihydropyrimidinase-like 3 	5209	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.20	-0.22	0.84	2009, 2011
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p				-0.20	-0.20	0.99	2011
PLD5	ENST00000536534.2	phospholipase D family, member 5 	5	1	0	1	0	0	0	0	0	2	mmu-miR-98-5p				-0.20	-0.20	0.95	2011
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.77	2005, 2007, 2009, 2011
PSD3	ENST00000327040.8	pleckstrin and Sec7 domain containing 3 	133	2	1	1	0	1	0	0	1	1	mmu-let-7a-5p				-0.20	-0.34	0.81	2005, 2007, 2009, 2011
LRRC59	ENST00000225972.7	leucine rich repeat containing 59 	27064	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.23	0.69	NULL
TRIB2	ENST00000155926.4	tribbles pseudokinase 2 	68	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.89	2005, 2007, 2009, 2011
ATXN1L	ENST00000427980.2	ataxin 1-like 	12	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p				-0.20	-0.20	0.84	2011
RGMA	ENST00000557420.1	RGM domain family, member A 	145	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.20	-0.20	< 0.1	NULL
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.31	0.96	2011
GRIK2	ENST00000413795.1	glutamate receptor, ionotropic, kainate 2 	28	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.89	2005, 2007, 2009, 2011
PQLC2	ENST00000375155.3	PQ loop repeat containing 2 	94	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.72	0.96	2009, 2011
ADAMTS20	ENST00000389420.3	ADAM metallopeptidase with thrombospondin type 1 motif, 20 	22	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p				-0.20	-0.26	0.85	NULL
PRLR	ENST00000342362.5	prolactin receptor 	95	2	0	2	0	0	0	0	0	0	mmu-let-7i-5p				-0.20	-0.27	0.76	NULL
PAX3	ENST00000350526.4	paired box 3 	7	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.86	2005, 2007
EDA	ENST00000374553.2	ectodysplasin A 	9	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.20	-0.20	0.86	2005, 2007, 2009, 2011
SPTBN4	ENST00000352632.3	spectrin, beta, non-erythrocytic 4 	7	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.20	-0.20	0.81	2007, 2009, 2011
WAPAL	ENST00000298767.5	wings apart-like homolog (Drosophila) 	185	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.23	0.69	2007
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.19	0.75	2007, 2009, 2011
SCD	ENST00000370355.2	stearoyl-CoA desaturase (delta-9-desaturase) 	9726	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p				-0.19	-0.19	0.98	2007, 2009, 2011
RAB8B	ENST00000321437.4	RAB8B, member RAS oncogene family 	45	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.19	-0.31	0.77	2007, 2011
PPARGC1A	ENST00000264867.2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha 	19	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.19	0.83	2005, 2007, 2009, 2011
AGPAT6	ENST00000396987.3	1-acylglycerol-3-phosphate O-acyltransferase 6 	474	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.31	0.96	2011
MICALCL	ENST00000256186.2	MICAL C-terminal like 	62	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.27	< 0.1	NULL
HNRNPA1	ENST00000546500.1	heterogeneous nuclear ribonucleoprotein A1 	2079	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.20	0.71	NULL
GABBR2	ENST00000259455.2	gamma-aminobutyric acid (GABA) B receptor, 2 	214	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.19	0.81	2011
FRAS1	ENST00000264895.6	Fraser syndrome 1 	709	1	1	0	0	0	0	0	0	0	mmu-let-7b-5p				-0.19	-0.19	0.96	2005, 2007, 2009, 2011
EGR3	ENST00000519492.1	early growth response 3 	21	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.25	0.20	2005, 2007, 2009, 2011
BSN	ENST00000296452.4	bassoon presynaptic cytomatrix protein 	31	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p				-0.19	-0.19	0.95	2009, 2011
CLASP2	ENST00000539981.1	cytoplasmic linker associated protein 2 	554	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p				-0.19	-0.23	0.84	2005, 2007, 2009, 2011
RP1-170O19.20	ENST00000470747.4	Uncharacterized protein  	151	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.43	0.95	NULL
SYT11	ENST00000368324.4	synaptotagmin XI 	750	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.19	-0.19	0.93	2005, 2007, 2009, 2011
SCN5A	ENST00000414099.2	sodium channel, voltage-gated, type V, alpha subunit 	5	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	0.98	2011
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	0	1	0	1	0	0	1	2	mmu-let-7d-5p				-0.18	-0.18	0.62	2011
P4HA2	ENST00000401867.1	prolyl 4-hydroxylase, alpha polypeptide II 	1077	1	0	0	1	2	0	1	1	0	mmu-let-7d-5p				-0.18	-0.46	0.96	2005, 2007, 2009
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p				-0.18	-0.18	0.88	2011
OTUD7A	ENST00000307050.4	OTU domain containing 7A 	35	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p				-0.18	-0.31	0.95	NULL
FAXC	ENST00000389677.5	failed axon connections homolog (Drosophila) 	95	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.27	0.96	2009, 2011
NXT2	ENST00000372106.1	nuclear transport factor 2-like export factor 2 	390	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p				-0.18	-0.18	0.67	2005, 2007, 2009, 2011
AIFM1	ENST00000535724.1	apoptosis-inducing factor, mitochondrion-associated, 1 	2582	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.47	< 0.1	NULL
PPME1	ENST00000328257.8	protein phosphatase methylesterase 1 	343	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p				-0.18	-0.18	< 0.1	2009, 2011
